Month_Name,Month_Number,Hours,Time,Date,Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay
Oct,10,12,12:44:31,30.10.24,30.10.24 12:44,Truck_10,-70.69,54.47,333,Delivered,27.5,55.8,Heavy,36,141,2,Traffic,67,264,1
Mar,3,11,11:00:20,22.03.24,22.03.24 11:00,Truck_10,-18.43,101.5,327,Delayed,22.6,57.4,Detour,38,432,4,Traffic,68.4,171,1
May,5,13,13:40:05,12.05.24,12.05.24 13:40,Truck_3,43.75,149.83,197,In Transit,20,69.6,Detour,42,314,3,Traffic,87.2,201,0
Nov,11,8,08:08:17,15.11.24,15.11.24 08:08,Truck_7,18.52,24.36,356,Delayed,23.4,72.8,Detour,39,486,9,Mechanical Failure,99.2,282,1
Oct,10,6,06:11:39,07.10.24,07.10.24 06:11,Truck_9,84.68,61.02,359,Delayed,29.2,54.5,Detour,50,268,1,None,67.4,249,1
Sep,9,3,03:30:12,09.09.24,09.09.24 03:30,Truck_3,49.59,-154.42,377,Delivered,18.1,55,Detour,59,476,6,Weather,70.2,268,0
Aug,8,20,20:07:08,21.08.24,21.08.24 20:07,Truck_6,-51.32,-46.58,228,Delayed,24.2,59.2,Heavy,26,321,5,Traffic,96.3,132,1
Jan,1,3,03:33:56,17.01.24,17.01.24 03:33,Truck_10,-12.99,176.12,399,Delivered,23.4,71.7,Heavy,12,239,1,None,67.6,156,1
Dec,12,12,12:07:59,02.12.24,02.12.24 12:07,Truck_3,6.82,52.37,157,In Transit,29.8,54,Clear,33,151,10,Weather,81.2,192,0
Nov,11,7,07:52:13,18.11.24,18.11.24 07:52,Truck_10,-3.04,106.57,327,In Transit,21.2,52.6,Clear,48,209,8,Mechanical Failure,98.6,104,0
Apr,4,11,11:54:26,29.04.24,29.04.24 11:54,Truck_2,35.51,90.81,215,Delayed,21.7,73.4,Detour,17,146,9,None,70.4,296,1
May,5,6,06:49:50,29.05.24,29.05.24 06:49,Truck_9,-40.87,-42.32,213,Delayed,20.2,63.7,Clear,16,248,10,None,68.8,136,1
Nov,11,5,05:49:21,10.11.24,10.11.24 05:49,Truck_7,44.63,-110.63,226,In Transit,21.4,58,Detour,47,348,7,Mechanical Failure,85.7,136,0
Nov,11,20,20:21:38,03.11.24,03.11.24 20:21,Truck_1,76.55,-13.52,334,Delivered,24.2,76.2,Clear,24,402,7,Traffic,71.5,105,0
Sep,9,10,10:45:13,04.09.24,04.09.24 10:45,Truck_2,72.82,90.52,319,In Transit,25.5,51.7,Detour,32,350,2,None,69.7,254,0
Sep,9,21,21:53:09,25.09.24,25.09.24 21:53,Truck_8,81.26,4.84,411,In Transit,20.5,77.4,Heavy,51,211,5,Mechanical Failure,76.9,244,1
Jul,7,6,06:30:18,24.07.24,24.07.24 06:30,Truck_6,74.91,17.8,208,Delayed,28.8,64.9,Clear,40,437,6,Weather,64.6,185,1
Apr,4,13,13:43:06,02.04.24,02.04.24 13:43,Truck_5,20.45,149.38,328,Delivered,22.8,73.6,Clear,12,349,9,Mechanical Failure,93.3,162,0
Mar,3,6,06:43:40,04.03.24,04.03.24 06:43,Truck_3,-60.71,-29.48,219,Delayed,22.9,56.6,Heavy,49,372,6,Mechanical Failure,64.4,300,1
Dec,12,12,12:39:50,10.12.24,10.12.24 12:39,Truck_8,74.23,-113.74,438,In Transit,25.7,71.2,Detour,21,445,5,Weather,90.4,154,0
Jan,1,3,03:23:06,05.01.24,05.01.24 03:23,Truck_9,16.97,-7.82,145,In Transit,23.3,70.3,Detour,44,421,2,None,93.9,286,0
Jan,1,17,17:13:48,18.01.24,18.01.24 17:13,Truck_1,35.81,-41.15,299,Delivered,22.4,64.2,Clear,54,303,1,Traffic,88.1,125,0
May,5,6,06:01:32,10.05.24,10.05.24 06:01,Truck_5,6.79,-133.63,356,Delivered,18.9,71.7,Clear,25,368,1,Traffic,66.1,228,0
Oct,10,5,05:59:54,26.10.24,26.10.24 05:59,Truck_3,6.18,36.19,137,Delivered,22.8,50.6,Detour,24,465,6,Weather,61.3,226,0
Apr,4,16,16:13:53,21.04.24,21.04.24 16:13,Truck_8,-75.06,-52.53,231,Delivered,24.3,57.8,Clear,56,368,7,Weather,87.2,203,0
Sep,9,1,01:51:27,14.09.24,14.09.24 01:51,Truck_2,-77.89,-96.78,336,Delivered,19.7,66.7,Clear,54,163,7,Mechanical Failure,71.4,122,0
May,5,17,17:51:01,12.05.24,12.05.24 17:51,Truck_9,-47.15,6.9,290,In Transit,27.6,71.8,Heavy,50,460,7,Mechanical Failure,95.9,118,1
Sep,9,9,09:06:58,03.09.24,03.09.24 09:06,Truck_1,76.17,-0.01,427,Delayed,23.2,70.1,Heavy,17,320,4,Weather,73,162,1
May,5,9,09:16:38,06.05.24,06.05.24 09:16,Truck_9,-85.83,163.46,439,Delivered,26.4,71.3,Clear,41,491,7,Traffic,67.4,273,0
Jan,1,8,08:52:44,09.01.24,09.01.24 08:52,Truck_7,6.01,-33.84,461,Delivered,18.6,74.6,Heavy,23,185,4,Traffic,77.8,215,1
Sep,9,3,03:02:40,06.09.24,06.09.24 03:02,Truck_9,3.82,139.49,414,Delivered,29,70.6,Heavy,25,291,4,Traffic,92.9,154,1
Aug,8,16,16:44:46,05.08.24,05.08.24 16:44,Truck_6,66.34,-154.12,498,Delayed,23.8,55.9,Detour,16,381,7,None,67.2,131,1
Aug,8,10,10:45:59,16.08.24,16.08.24 10:45,Truck_4,-61.86,113.63,334,Delivered,22.5,57.1,Clear,43,381,6,None,73.8,157,0
Jul,7,2,02:46:57,12.07.24,12.07.24 02:46,Truck_2,44.5,66.58,144,Delayed,23,70.3,Heavy,54,152,1,Mechanical Failure,84.3,242,1
Jan,1,8,08:44:24,24.01.24,24.01.24 08:44,Truck_3,-12.29,38.43,231,Delivered,28.2,67.2,Clear,50,221,1,None,84.8,270,0
Jan,1,21,21:47:31,13.01.24,13.01.24 21:47,Truck_5,-40.83,-46.74,324,Delayed,25.5,65.2,Clear,51,233,9,Traffic,90.2,145,1
Apr,4,8,08:03:32,16.04.24,16.04.24 08:03,Truck_6,-76.58,-52.27,246,Delivered,19.4,56.3,Clear,16,406,9,Weather,65.7,140,0
Feb,2,3,03:22:04,12.02.24,12.02.24 03:22,Truck_2,-79.28,69.57,283,Delayed,27.7,52.4,Heavy,16,280,8,Traffic,96,297,1
May,5,3,03:54:27,08.05.24,08.05.24 03:54,Truck_10,84.35,-106.88,453,Delayed,21.8,66.4,Clear,48,305,2,Mechanical Failure,68.9,212,1
Dec,12,12,12:50:56,07.12.24,07.12.24 12:50,Truck_10,-19.07,161.72,392,Delivered,30,72.1,Detour,52,329,4,Traffic,66.6,174,0
Nov,11,0,00:36:15,26.11.24,26.11.24 00:36,Truck_6,-69.03,-32.96,343,In Transit,25.2,72.6,Clear,21,400,9,Weather,87.7,300,0
May,5,8,08:15:24,07.05.24,07.05.24 08:15,Truck_4,87.78,-108.93,144,Delayed,25.8,65.6,Detour,23,362,10,Traffic,88.9,199,1
Nov,11,21,21:58:32,05.11.24,05.11.24 21:58,Truck_9,-48.36,-36.29,151,Delayed,22.1,59.7,Clear,58,338,1,Traffic,81.5,248,1
Feb,2,11,11:48:48,28.02.24,28.02.24 11:48,Truck_7,-36.41,-4.34,389,In Transit,27.2,59.8,Heavy,20,129,8,Traffic,80.8,164,1
Apr,4,23,23:04:14,16.04.24,16.04.24 23:04,Truck_2,-39.23,-156.42,355,Delayed,19.2,62.2,Clear,10,137,2,Traffic,67,269,1
Nov,11,0,00:36:34,28.11.24,28.11.24 00:36,Truck_10,84.04,-74.71,493,Delayed,20.7,70.9,Clear,52,478,1,Traffic,62.5,103,1
Feb,2,6,06:40:41,09.02.24,09.02.24 06:40,Truck_9,-68.53,127.54,181,Delivered,22.9,70.3,Detour,49,441,7,None,94.7,168,0
May,5,13,13:25:22,14.05.24,14.05.24 13:25,Truck_6,-8.46,44.48,342,In Transit,22.6,55.5,Detour,35,119,3,None,73.9,199,0
Aug,8,13,13:33:22,28.08.24,28.08.24 13:33,Truck_9,14.01,-131.98,376,Delayed,20.5,55.5,Clear,34,315,9,None,70.7,297,1
Feb,2,2,02:51:08,21.02.24,21.02.24 02:51,Truck_4,3.66,107.78,464,In Transit,20.8,50.1,Heavy,16,441,7,None,91.1,240,1
Oct,10,5,05:54:37,25.10.24,25.10.24 05:54,Truck_3,29.34,-68.57,452,In Transit,26.7,64.1,Clear,36,152,1,None,90.1,231,0
Jul,7,23,23:30:52,18.07.24,18.07.24 23:30,Truck_9,-20.65,-102.58,228,Delivered,28.7,65,Heavy,26,271,3,Traffic,66,290,1
Feb,2,23,23:27:53,28.02.24,28.02.24 23:27,Truck_10,-88.7,117.39,288,Delivered,27.1,69.4,Heavy,37,144,2,None,63.6,126,1
Jul,7,15,15:41:00,13.07.24,13.07.24 15:41,Truck_10,-27.03,40.25,133,Delayed,18.6,79.4,Clear,14,314,10,Mechanical Failure,98.8,109,1
Jun,6,4,04:12:55,21.06.24,21.06.24 04:12,Truck_6,25.51,-147.39,117,In Transit,29.7,63.7,Clear,17,159,8,None,77,106,0
Sep,9,17,17:58:30,29.09.24,29.09.24 17:58,Truck_2,68.4,-52.09,428,Delayed,28.4,74.2,Clear,54,492,1,None,86.2,286,1
Jun,6,7,07:32:41,05.06.24,05.06.24 07:32,Truck_8,-7.15,-132.84,381,Delivered,18,53,Clear,25,398,9,Weather,94.6,100,0
Dec,12,21,21:28:31,19.12.24,19.12.24 21:28,Truck_9,-78.28,151.39,166,Delayed,22.5,53.8,Clear,57,442,6,Weather,72.1,284,1
Apr,4,18,18:51:26,23.04.24,23.04.24 18:51,Truck_2,33.97,-46.54,225,In Transit,26.1,75.8,Heavy,41,286,3,Mechanical Failure,72.9,224,1
Feb,2,20,20:09:25,17.02.24,17.02.24 20:09,Truck_2,-59.69,143.04,364,Delayed,18.8,68.2,Detour,41,373,1,Weather,88.7,215,1
Jul,7,6,06:13:04,21.07.24,21.07.24 06:13,Truck_7,25.7,150.63,318,In Transit,25.3,74.6,Clear,32,486,9,Weather,68.1,277,0
Apr,4,5,05:24:14,03.04.24,03.04.24 05:24,Truck_2,15.4,52.35,417,In Transit,20,61,Heavy,54,300,4,Traffic,74.5,156,1
Oct,10,10,10:43:44,22.10.24,22.10.24 10:43,Truck_7,-86.78,-102.15,180,Delayed,18.5,52.1,Clear,10,182,5,Mechanical Failure,99,279,1
Apr,4,12,12:38:55,28.04.24,28.04.24 12:38,Truck_8,40.34,159.07,134,Delayed,24.1,68.2,Heavy,35,187,6,Mechanical Failure,99.9,102,1
Sep,9,12,12:11:17,28.09.24,28.09.24 12:11,Truck_8,40.4,-149.15,237,In Transit,28.1,75.5,Detour,18,349,2,Weather,90.5,189,0
Sep,9,11,11:51:15,09.09.24,09.09.24 11:51,Truck_5,-85.14,73.25,259,Delayed,26.6,53,Clear,28,118,4,Traffic,60.2,249,1
Oct,10,21,21:49:15,02.10.24,02.10.24 21:49,Truck_3,-1.28,1.02,463,In Transit,19.8,54.5,Heavy,12,408,8,Traffic,71.2,229,1
May,5,5,05:42:10,05.05.24,05.05.24 05:42,Truck_10,45.26,-152.4,290,Delivered,23.7,53.5,Detour,44,237,5,Mechanical Failure,85.8,270,0
May,5,2,02:33:29,21.05.24,21.05.24 02:33,Truck_8,-14.77,-117.36,345,Delayed,21.3,53.6,Clear,35,388,4,Weather,83.5,159,1
Mar,3,22,22:19:21,15.03.24,15.03.24 22:19,Truck_6,51.42,112.34,165,Delayed,25.6,61.7,Detour,50,149,10,Traffic,62.6,252,1
Feb,2,19,19:45:50,07.02.24,07.02.24 19:45,Truck_3,-15.3,-95.01,259,In Transit,27,79.7,Heavy,15,167,9,Traffic,88.6,147,1
May,5,5,05:18:46,11.05.24,11.05.24 05:18,Truck_7,86.67,-139.7,330,Delivered,26.9,62.9,Detour,47,382,6,Weather,90.3,115,0
Jan,1,5,05:31:37,31.01.24,31.01.24 05:31,Truck_5,44.54,-73.43,467,Delivered,19.3,62.1,Detour,39,180,8,Mechanical Failure,63.8,145,0
Nov,11,1,01:28:08,01.11.24,01.11.24 01:28,Truck_3,-48.45,-100,329,In Transit,26.7,56.2,Detour,16,261,9,Traffic,90.7,104,0
Mar,3,4,04:17:01,03.03.24,03.03.24 04:17,Truck_9,-37.39,31.41,122,Delivered,22.9,64,Heavy,24,409,5,Mechanical Failure,99.7,184,1
Mar,3,0,00:10:34,09.03.24,09.03.24 00:10,Truck_3,34.07,123.02,146,In Transit,24.2,69.1,Clear,58,301,2,None,82,238,0
Apr,4,17,17:28:32,17.04.24,17.04.24 17:28,Truck_10,-21.56,-12.85,419,Delivered,26.1,62,Heavy,19,484,8,None,96.4,262,1
Sep,9,10,10:33:05,21.09.24,21.09.24 10:33,Truck_7,-33.38,7.83,143,In Transit,20.1,57,Detour,41,143,9,None,62.1,106,0
Feb,2,10,10:31:50,11.02.24,11.02.24 10:31,Truck_10,-61.85,-123.78,445,Delivered,19.8,54.1,Clear,39,375,2,Weather,88.3,247,0
Jun,6,11,11:59:39,15.06.24,15.06.24 11:59,Truck_5,88.57,-161.74,450,Delayed,18.7,56.4,Detour,12,140,8,Mechanical Failure,61.9,160,1
Aug,8,3,03:00:34,09.08.24,09.08.24 03:00,Truck_2,-69.41,-8.17,451,Delivered,22.5,51.6,Detour,28,421,6,None,68.8,107,0
Jul,7,0,00:56:20,22.07.24,22.07.24 00:56,Truck_4,-49.15,14.12,425,Delayed,22.4,65.9,Clear,30,452,10,Traffic,91.4,163,1
Aug,8,7,07:37:02,17.08.24,17.08.24 07:37,Truck_8,27.79,8.23,235,Delivered,25.8,62.6,Heavy,51,171,6,Mechanical Failure,87.5,207,1
Dec,12,23,23:47:30,11.12.24,11.12.24 23:47,Truck_7,-13.85,119.21,181,In Transit,29.7,51.8,Clear,38,388,10,None,92.4,292,0
Sep,9,0,00:06:39,12.09.24,12.09.24 00:06,Truck_3,25.5,-47.57,370,Delivered,23.5,74.4,Heavy,60,105,1,None,99.5,128,1
Jul,7,14,14:07:29,08.07.24,08.07.24 14:07,Truck_3,69.41,61.74,102,Delayed,25.6,76,Heavy,50,444,9,Traffic,88.3,105,1
Mar,3,13,13:14:35,06.03.24,06.03.24 13:14,Truck_3,-6.9,-35.54,200,Delivered,18.5,77.7,Detour,24,158,4,None,82.5,234,0
Oct,10,4,04:55:27,30.10.24,30.10.24 04:55,Truck_6,-0.11,-127.68,292,In Transit,23.2,68.1,Heavy,41,440,10,Mechanical Failure,88.9,160,1
Oct,10,10,10:54:40,07.10.24,07.10.24 10:54,Truck_5,-41.43,178.87,401,In Transit,28.2,51,Clear,51,327,3,None,85.6,138,0
Jun,6,22,22:52:41,06.06.24,06.06.24 22:52,Truck_3,-0.93,124.85,305,Delayed,27.4,50.8,Clear,34,474,1,Mechanical Failure,82,226,1
Apr,4,0,00:14:34,20.04.24,20.04.24 00:14,Truck_3,-58.22,7.27,441,In Transit,25,75.4,Heavy,58,149,10,Traffic,61.3,247,1
Aug,8,0,00:10:54,02.08.24,02.08.24 00:10,Truck_2,83.33,-84.27,130,Delayed,18.7,67.2,Clear,47,367,1,Traffic,81.7,131,1
Oct,10,2,02:54:03,03.10.24,03.10.24 02:54,Truck_6,-33.26,45.41,265,In Transit,23.4,56.1,Detour,34,406,6,Mechanical Failure,95,133,0
Sep,9,22,22:37:49,23.09.24,23.09.24 22:37,Truck_1,74.34,112.55,426,Delivered,26.3,77.7,Detour,58,373,6,Traffic,93,125,0
Feb,2,16,16:11:22,17.02.24,17.02.24 16:11,Truck_6,-53.3,11.49,432,In Transit,28,65.2,Heavy,35,499,8,Weather,97.4,110,1
Nov,11,4,04:40:26,23.11.24,23.11.24 04:40,Truck_2,-22.55,60.71,406,Delayed,20.9,76.4,Detour,57,160,9,None,73.3,120,1
Jan,1,20,20:19:14,11.01.24,11.01.24 20:19,Truck_10,61.7,164.55,410,In Transit,24.5,62.4,Clear,40,172,5,None,86.2,225,0
Oct,10,2,02:17:22,28.10.24,28.10.24 02:17,Truck_5,-75.29,-163.4,155,In Transit,22.6,77.1,Detour,13,196,7,None,83.2,168,0
Dec,12,5,05:05:12,26.12.24,26.12.24 05:05,Truck_3,87.14,-114.97,397,Delivered,23.7,73.5,Detour,31,266,1,Mechanical Failure,92.8,265,0
Mar,3,10,10:24:32,28.03.24,28.03.24 10:24,Truck_5,51.25,-41.49,305,Delivered,28,67.8,Detour,13,455,2,Weather,80.8,147,0
Apr,4,2,02:44:43,16.04.24,16.04.24 02:44,Truck_2,-19.82,2.44,343,Delayed,26.2,62.4,Detour,18,166,7,Weather,62.3,168,1
Dec,12,6,06:15:28,08.12.24,08.12.24 06:15,Truck_6,-13.56,-52.55,342,In Transit,27.6,71.9,Detour,24,216,2,Traffic,67.5,225,0
Sep,9,17,17:43:56,05.09.24,05.09.24 17:43,Truck_3,51.49,105.74,347,In Transit,29.1,80,Heavy,25,256,3,Mechanical Failure,69.6,274,1
Feb,2,22,22:24:18,02.02.24,02.02.24 22:24,Truck_3,21.57,-95.15,403,Delivered,29.5,76.6,Heavy,36,379,2,Mechanical Failure,66.7,242,1
Apr,4,18,18:44:12,30.04.24,30.04.24 18:44,Truck_9,-31.82,59.57,482,Delayed,18.1,76.1,Heavy,54,203,10,Traffic,74.1,112,1
May,5,3,03:13:17,01.05.24,01.05.24 03:13,Truck_3,-76.03,112.93,130,Delivered,21.6,60.9,Clear,48,479,8,Traffic,83.3,173,0
Jan,1,20,20:02:28,10.01.24,10.01.24 20:02,Truck_1,47.55,-97.48,465,Delayed,24,72.4,Heavy,48,112,8,None,97.1,212,1
Oct,10,11,11:15:32,21.10.24,21.10.24 11:15,Truck_2,77.88,144.04,322,Delayed,26.1,71.9,Detour,45,339,8,Weather,97.6,145,1
Nov,11,2,02:58:57,25.11.24,25.11.24 02:58,Truck_1,-56.67,-50.04,126,Delivered,20.3,51.2,Detour,53,486,7,Mechanical Failure,97.5,129,0
Dec,12,8,08:01:23,20.12.24,20.12.24 08:01,Truck_3,62.1,-9.6,142,In Transit,22.7,66.1,Detour,59,343,6,Mechanical Failure,86.7,256,0
Jun,6,19,19:07:17,29.06.24,29.06.24 19:07,Truck_9,57.99,-117.53,444,Delivered,21.6,53.2,Detour,16,113,2,Traffic,96.1,181,0
Dec,12,18,18:57:55,13.12.24,13.12.24 18:57,Truck_2,73.13,-63.94,100,Delivered,22.4,71.6,Detour,22,389,4,Traffic,73.4,159,0
Nov,11,5,05:25:19,20.11.24,20.11.24 05:25,Truck_3,-28.69,-110.52,227,In Transit,22.6,58.5,Detour,24,477,10,Weather,89,139,0
Jun,6,9,09:51:14,29.06.24,29.06.24 09:51,Truck_3,-28.92,114.38,416,Delivered,20.7,69.1,Detour,32,139,6,Mechanical Failure,91.7,221,0
Dec,12,23,23:33:57,22.12.24,22.12.24 23:33,Truck_3,83.95,131.12,499,Delayed,25.8,64,Detour,46,295,6,Traffic,87.6,160,1
Jun,6,22,22:08:31,23.06.24,23.06.24 22:08,Truck_6,52.16,10.83,328,Delivered,29.8,53.5,Clear,54,144,6,Weather,78,158,0
Mar,3,5,05:14:26,29.03.24,29.03.24 05:14,Truck_1,36.52,-71.97,324,Delivered,28.2,56.8,Heavy,10,249,7,None,76.7,298,1
Apr,4,14,14:11:16,03.04.24,03.04.24 14:11,Truck_5,-10.82,144.1,401,In Transit,26.3,59.4,Heavy,30,268,7,None,67.6,225,1
Dec,12,14,14:02:28,15.12.24,15.12.24 14:02,Truck_1,-37.92,-99.38,182,Delayed,22.9,54.4,Detour,50,135,3,None,98.4,268,1
Aug,8,13,13:23:18,06.08.24,06.08.24 13:23,Truck_6,-7.3,-44.59,264,Delivered,29.5,67.3,Heavy,32,314,8,Traffic,65.9,202,1
Mar,3,2,02:35:33,14.03.24,14.03.24 02:35,Truck_8,13.68,-126.42,293,Delivered,23.8,62.8,Detour,19,135,1,Mechanical Failure,98.8,291,0
Aug,8,0,00:34:46,27.08.24,27.08.24 00:34,Truck_10,-70.64,166.37,343,In Transit,29.5,59.8,Detour,35,294,8,None,73.7,256,0
Apr,4,20,20:50:47,24.04.24,24.04.24 20:50,Truck_4,-19.39,-10.25,103,In Transit,24.8,79.3,Heavy,22,393,9,Weather,88.6,108,1
Sep,9,21,21:41:33,09.09.24,09.09.24 21:41,Truck_9,-32.51,-170.96,295,Delivered,23.6,72.8,Detour,18,327,5,None,92.1,283,0
Jun,6,13,13:57:57,20.06.24,20.06.24 13:57,Truck_10,59.38,74.96,300,Delivered,27.4,52.8,Detour,35,431,10,None,81.2,120,0
Jun,6,10,10:54:33,02.06.24,02.06.24 10:54,Truck_7,-36.25,72.47,108,Delivered,27.9,65.6,Heavy,46,138,4,Traffic,82.7,173,1
Jul,7,23,23:21:47,09.07.24,09.07.24 23:21,Truck_8,-55.99,-149.9,153,Delayed,27.5,69.9,Detour,24,118,7,Weather,62.5,237,1
Jul,7,9,09:52:55,03.07.24,03.07.24 09:52,Truck_8,27.33,-116.21,336,In Transit,22.5,51.6,Detour,11,446,6,None,70.2,275,0
Dec,12,20,20:35:02,09.12.24,09.12.24 20:35,Truck_9,27.74,-170.58,211,Delayed,21.7,52.3,Detour,11,401,9,None,66.2,241,1
Mar,3,0,00:55:34,14.03.24,14.03.24 00:55,Truck_4,23.2,92.28,144,Delivered,21.1,58.8,Clear,35,443,10,Mechanical Failure,89,141,0
May,5,6,06:29:51,28.05.24,28.05.24 06:29,Truck_10,87.51,-65.09,224,Delayed,21.7,78.5,Clear,20,428,7,None,72.4,287,1
Nov,11,23,23:49:18,22.11.24,22.11.24 23:49,Truck_9,81.2,137.05,185,In Transit,19.9,66.3,Detour,59,264,4,None,65.2,177,0
Apr,4,3,03:47:52,21.04.24,21.04.24 03:47,Truck_4,55.92,-39.58,220,In Transit,28.2,55.4,Clear,10,203,8,Weather,81.1,281,0
Mar,3,7,07:02:10,15.03.24,15.03.24 07:02,Truck_5,-15.33,22.4,236,In Transit,18.3,69,Clear,34,303,2,Mechanical Failure,62.6,270,0
Mar,3,14,14:12:36,22.03.24,22.03.24 14:12,Truck_10,-55.36,79.13,159,Delayed,29.7,69.6,Clear,49,227,1,None,62,232,1
Sep,9,16,16:35:57,18.09.24,18.09.24 16:35,Truck_6,8.39,-165.21,433,Delayed,26.4,69.3,Detour,25,127,8,None,84.5,125,1
Nov,11,19,19:12:02,20.11.24,20.11.24 19:12,Truck_7,27.5,-98.07,109,In Transit,25.1,76.5,Heavy,16,356,5,None,64.9,127,1
Apr,4,18,18:13:51,08.04.24,08.04.24 18:13,Truck_6,14.69,-33.98,453,In Transit,25.8,78.6,Detour,21,142,10,Mechanical Failure,85.7,180,0
Jan,1,16,16:35:47,13.01.24,13.01.24 16:35,Truck_9,19.36,-149.45,169,In Transit,28.6,78.8,Heavy,27,482,4,Traffic,80.5,122,1
Nov,11,4,04:35:37,11.11.24,11.11.24 04:35,Truck_7,38.09,-149.3,105,Delayed,23.6,54.4,Detour,18,364,10,Traffic,76,158,1
Oct,10,16,16:05:37,04.10.24,04.10.24 16:05,Truck_9,4.38,97.64,256,Delivered,29.6,73.7,Heavy,20,309,8,Weather,83.4,142,1
May,5,21,21:29:39,12.05.24,12.05.24 21:29,Truck_8,-28.85,119.5,309,Delivered,22.8,52.8,Clear,19,101,2,Mechanical Failure,85.5,242,0
Dec,12,4,04:59:36,23.12.24,23.12.24 04:59,Truck_9,-17.58,-151.16,346,Delivered,26.9,70.6,Detour,44,192,9,Traffic,76.2,239,0
Jun,6,0,00:46:44,15.06.24,15.06.24 00:46,Truck_4,15.53,-170.39,302,Delayed,24.6,60.6,Heavy,30,431,3,None,76,127,1
Jul,7,17,17:29:17,18.07.24,18.07.24 17:29,Truck_4,-83.9,-128.16,181,In Transit,24.7,63.4,Heavy,25,107,8,None,71.3,265,1
Feb,2,8,08:40:55,10.02.24,10.02.24 08:40,Truck_9,-25.48,169.19,282,Delayed,21.8,63.6,Clear,43,370,7,Traffic,69.4,251,1
Sep,9,10,10:46:47,09.09.24,09.09.24 10:46,Truck_10,-69.49,-118.97,398,Delivered,26.5,64.8,Heavy,44,387,1,None,90.6,122,1
Apr,4,8,08:18:04,19.04.24,19.04.24 08:18,Truck_1,-8.07,-158.03,210,In Transit,24.7,65,Heavy,50,185,10,Mechanical Failure,84.1,140,1
Aug,8,18,18:45:24,05.08.24,05.08.24 18:45,Truck_9,-59.99,-162.91,188,Delayed,22.4,78,Heavy,40,372,6,Weather,98,237,1
Jun,6,18,18:40:07,14.06.24,14.06.24 18:40,Truck_3,-47.52,58.48,298,Delayed,19.6,76.1,Heavy,22,396,7,None,65,230,1
Oct,10,23,23:50:28,18.10.24,18.10.24 23:50,Truck_10,-39.81,-126.41,298,Delayed,24,63.5,Detour,25,456,2,None,78.9,147,1
Apr,4,1,01:31:58,28.04.24,28.04.24 01:31,Truck_3,54.05,-145.99,326,Delayed,20,56.6,Detour,17,260,6,Weather,67.5,162,1
Nov,11,8,08:44:54,11.11.24,11.11.24 08:44,Truck_6,7.06,46.72,354,Delayed,18.4,77.5,Heavy,40,262,7,Traffic,68.5,282,1
Sep,9,10,10:52:43,13.09.24,13.09.24 10:52,Truck_4,-50.36,99.58,269,In Transit,22.4,63.6,Detour,54,481,7,Traffic,82.5,183,0
Jun,6,17,17:14:20,14.06.24,14.06.24 17:14,Truck_4,51.93,-102.43,475,Delivered,29.3,62.8,Clear,29,359,9,Mechanical Failure,95.1,122,0
Jan,1,15,15:30:44,02.01.24,02.01.24 15:30,Truck_4,-36.49,14.5,372,Delayed,20.4,57.2,Clear,29,153,1,Weather,78.2,221,1
Oct,10,4,04:58:42,06.10.24,06.10.24 04:58,Truck_5,27.27,-34.1,201,In Transit,26,51.5,Clear,40,429,4,Weather,87,107,0
Jun,6,16,16:47:14,04.06.24,04.06.24 16:47,Truck_7,15.22,-55.68,441,In Transit,25.3,72.9,Clear,47,152,4,Weather,67.4,256,0
Feb,2,12,12:17:02,02.02.24,02.02.24 12:17,Truck_6,27.44,43.32,246,Delayed,25.3,57.4,Clear,33,298,8,Traffic,70.4,110,1
Jun,6,7,07:42:17,22.06.24,22.06.24 07:42,Truck_10,-58.69,165.87,180,Delayed,25.4,50.4,Heavy,32,246,2,Mechanical Failure,65.4,203,1
Mar,3,14,14:48:13,01.03.24,01.03.24 14:48,Truck_9,-38.07,56.07,127,Delayed,21,54.6,Detour,13,452,9,Mechanical Failure,79,299,1
Aug,8,1,01:36:00,19.08.24,19.08.24 01:36,Truck_3,-50.68,-102.04,246,Delayed,20.8,79.2,Heavy,55,325,2,None,80.5,271,1
Nov,11,2,02:22:02,17.11.24,17.11.24 02:22,Truck_2,-88.78,-125.16,470,Delivered,21.5,51,Heavy,59,293,7,Mechanical Failure,86.6,113,1
Jul,7,0,00:17:00,29.07.24,29.07.24 00:17,Truck_8,69.69,148.65,386,Delayed,25.9,71.6,Clear,36,193,10,Weather,72,299,1
May,5,21,21:00:51,17.05.24,17.05.24 21:00,Truck_8,-82.26,-141.83,325,In Transit,26.2,64.3,Clear,31,491,7,Mechanical Failure,60.7,290,0
Mar,3,20,20:09:54,11.03.24,11.03.24 20:09,Truck_1,2.73,-99.54,432,In Transit,25.9,65.8,Clear,42,265,8,None,86.8,140,0
Jul,7,5,05:42:03,18.07.24,18.07.24 05:42,Truck_7,84.25,-60.89,273,Delayed,20.2,72.2,Clear,19,115,5,None,68.8,238,1
Nov,11,11,11:31:44,13.11.24,13.11.24 11:31,Truck_4,8.76,-2.92,492,Delivered,21.6,78.3,Clear,58,122,9,None,61.2,202,0
